Fiscal Year,Agency Name,Bureau Name,Account Name,Category,Version,Amount
1991,Other Defense--Civil Programs,"Total, National Defense",International security assistance,Discretionary,Actual,9863.322559737286
1991,Other Defense--Civil Programs,"Total, National Defense",Conduct of foreign affairs,Discretionary,Actual,3292.4600095061123
1991,Other Defense--Civil Programs,"Total, National Defense",Foreign information and exchange activities,Discretionary,Actual,1257.1393509916597
1991,Other Defense--Civil Programs,"Total, National Defense",International financial programs,Discretionary,Actual,3662.9747223782547
1991,Environmental Protection Agency,"Total, Natural Resources and Environment",Farm income stabilization,Discretionary,Actual,4938.490326481257
1991,Environmental Protection Agency,"Total, Natural Resources and Environment",Agricultural research and services,Discretionary,Actual,830.5096735187424
1991,Executive Office of the President,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,146.35263314505545
1991,Executive Office of the President,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,25.856464236943197
1991,Executive Office of the President,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,10.369044139917207
1991,Executive Office of the President,"Total, General Government",Other interest,Discretionary,Actual,10.421858478084129
1991,General Services Administration,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,337.44519041217444
1991,General Services Administration,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,59.6172361939882
1991,General Services Administration,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,23.907899700845373
1991,General Services Administration,"Total, General Government",Other interest,Discretionary,Actual,24.029673692991903
1991,International Assistance Programs,"Total, International Affairs",General science and basic research,Discretionary,Actual,2284.4297520661157
1991,International Assistance Programs,"Total, International Affairs","Space flight, research, and supporting activities",Discretionary,Actual,9438.570247933885
1991,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Energy supply,Discretionary,Actual,9288.613214039919
1991,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Energy conservation,Discretionary,Actual,1843.3957329662755
1991,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Emergency energy preparedness,Discretionary,Actual,1122.2746042670326
1991,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology","Energy information, policy, and regulation",Discretionary,Actual,1623.7164487267723
1991,National Science Foundation,"Total, General Science, Space, and Technology",Energy supply,Discretionary,Actual,1381.4452856159671
1991,National Science Foundation,"Total, General Science, Space, and Technology",Energy conservation,Discretionary,Actual,274.1582931865105
1991,National Science Foundation,"Total, General Science, Space, and Technology",Emergency energy preparedness,Discretionary,Actual,166.90984170681332
1991,National Science Foundation,"Total, General Science, Space, and Technology","Energy information, policy, and regulation",Discretionary,Actual,241.4865794907089
1991,Office of Personnel Management,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,26395.038624420155
1991,Office of Personnel Management,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,4663.2736122254855
1991,Office of Personnel Management,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,1870.0812871618555
1991,Office of Personnel Management,"Total, General Government",Other interest,Discretionary,Actual,1879.6064761924993
1991,Small Business Administration,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,464.8402285902538
1991,Small Business Administration,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,82.12441749868486
1991,Small Business Administration,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,32.933803408130814
1991,Small Business Administration,"Total, General Government",Other interest,Discretionary,Actual,33.10155050293042
1991,Social Security Administration (On-Budget),"Total, Income Security",Social security,Mandatory,Actual,19008.0
1991,Social Security Administration (Off-Budget),"Total, Income Security",Social security,Mandatory,Actual,266395.0
1991,Other Independent Agencies (On-Budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,58290.81300445809
1991,Other Independent Agencies (On-Budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,10298.375160071624
1991,Other Independent Agencies (On-Budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,4129.888202256143
1991,Other Independent Agencies (On-Budget),"Total, General Government",Other interest,Discretionary,Actual,4150.923633214129
1991,Other Independent Agencies (Off-Budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,998.6861028603006
1991,Other Independent Agencies (Off-Budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,176.44022487074707
1991,Other Independent Agencies (Off-Budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,70.75663799104125
1991,Other Independent Agencies (Off-Budget),"Total, General Government",Other interest,Discretionary,Actual,71.11703427791088
1991,(On-budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,-63681.59470926742
1991,(On-budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,-11250.777254685247
1991,(On-budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,-4511.823615679311
1991,(On-budget),"Total, General Government",Other interest,Discretionary,Actual,-4534.804420368016
1991,(Off-budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,-19735.61466442079
1991,(Off-budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,-3486.737503785925
1991,(Off-budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,-1398.26291598697
1991,(Off-budget),"Total, General Government",Other interest,Discretionary,Actual,-1405.3849158063085
1992,Legislative Branch,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,1994.6862923238261
1992,Legislative Branch,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,369.826387951532
1992,Legislative Branch,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,161.3047133764575
1992,Legislative Branch,"Total, General Government",Other interest,Discretionary,Actual,103.18260634818454
1992,Judicial Branch,"Total, Administration of Justice",Legislative functions,Discretionary,Actual,347.4838896113277
1992,Judicial Branch,"Total, Administration of Justice",Executive direction and management,Discretionary,Actual,31.34691518566676
